frequency - Sound Pressure_29	Amplitude - Sound Pressure_29	frequency - Acceleration	Amplitude - Acceleration
0.009355	-0.43509	0.009355	5.31342
0.009375	-0.405647	0.009375	6.12055
0.009395	-0.375188	0.009395	6.60431
0.009414	-0.360876	0.009414	6.79552
0.009434	-0.355344	0.009434	7.55476
0.009453	-0.326804	0.009453	7.82181
0.009473	-0.310996	0.009473	8.50484
0.009492	-0.353876	0.009492	8.32121
0.009512	-0.411265	0.009512	8.62056
0.009531	-0.456685	0.009531	9.10997
0.009551	-0.461343	0.009551	9.36919
0.00957	-0.467751	0.00957	9.55296
0.00959	-0.464702	0.00959	9.23169
0.009609	-0.510178	0.009609	9.51533
0.009629	-0.552155	0.009629	9.47264
0.009648	-0.567596	0.009648	9.07402
0.009668	-0.612733	0.009668	9.04968
0.009687	-0.698521	0.009687	8.95951
0.009707	-0.704816	0.009707	8.83622
0.009727	-0.703799	0.009727	9.04992
0.009746	-0.758676	0.009746	8.83811
0.009766	-0.747836	0.009766	8.14269
0.009785	-0.779368	0.009785	7.90349
0.009805	-0.915685	0.009805	7.17067
0.009824	-1.00288	0.009824	7.38525
0.009844	-1.06236	0.009844	7.97267
0.009863	-1.03255	0.009863	7.10023
0.009883	-1.08077	0.009883	7.18979
0.009902	-1.1676	0.009902	6.41337
0.009922	-1.16907	0.009922	7.30687
0.009941	-1.11467	0.009941	4.72985
0.009961	-1.2706	0.009961	4.7452
0.00998	-1.44893	0.00998	3.85721
0.01	-1.48523	0.01	5.27255
0.01002	-1.45742	0.01002	5.13918
0.010039	-1.41361	0.010039	5.2947
0.010059	-1.40133	0.010059	4.13578
0.010078	-1.37677	0.010078	3.50916
0.010098	-1.41062	0.010098	2.51293
0.010117	-1.45999	0.010117	1.59839
0.010137	-1.59481	0.010137	0.0457608
0.010156	-1.75484	0.010156	-0.201043
0.010176	-1.91377	0.010176	-0.337816
0.010195	-1.98022	0.010195	-0.695754
0.010215	-2.04554	0.010215	-0.150623
0.010234	-2.0371	0.010234	-0.50158
0.010254	-2.03179	0.010254	-0.357963
0.010273	-2.02725	0.010273	-0.400059
0.010293	-1.99673	0.010293	-0.785833
0.010312	-1.97299	0.010312	-0.711024
0.010332	-1.97294	0.010332	-1.70937
0.010352	-1.97728	0.010352	-1.71196
0.010371	-1.99095	0.010371	-2.22985
0.010391	-1.99018	0.010391	-2.45908
0.01041	-1.9669	0.01041	-3.14686
0.01043	-1.99668	0.01043	-3.8309
0.010449	-2.05136	0.010449	-3.79651
0.010469	-2.03775	0.010469	-3.52948
0.010488	-1.98355	0.010488	-3.73861
0.010508	-1.92221	0.010508	-4.89913
0.010527	-1.96294	0.010527	-5.04323
0.010547	-2.00128	0.010547	-5.42189
0.010566	-2.0026	0.010566	-5.62781
0.010586	-1.9875	0.010586	-6.12699
0.010605	-2.05031	0.010605	-6.19611
0.010625	-2.0915	0.010625	-6.22926
0.010645	-2.05438	0.010645	-5.54031
0.010664	-1.96952	0.010664	-6.05153
0.010684	-1.95236	0.010684	-6.25223
0.010703	-1.98067	0.010703	-6.81762
0.010723	-2.0161	0.010723	-6.83547
0.010742	-2.05409	0.010742	-6.35682
0.010762	-2.02979	0.010762	-6.66653
0.010781	-2.00822	0.010781	-6.05255
0.010801	-1.99693	0.010801	-6.2159
0.01082	-1.92633	0.01082	-6.18668
0.01084	-1.86313	0.01084	-6.27687
0.010859	-1.8504	0.010859	-6.38211
0.010879	-1.84704	0.010879	-6.41476
0.010898	-1.85579	0.010898	-6.20772
0.010918	-1.83653	0.010918	-5.92896
0.010937	-1.77104	0.010937	-5.44952
0.010957	-1.69655	0.010957	-5.36434
0.010977	-1.62603	0.010977	-5.36105
0.010996	-1.56876	0.010996	-5.43206
0.011016	-1.52094	0.011016	-5.38235
0.011035	-1.48006	0.011035	-5.38315
0.011055	-1.44785	0.011055	-5.95373
0.011074	-1.4526	0.011074	-5.69526
0.011094	-1.45906	0.011094	-5.08179
0.011113	-1.39509	0.011113	-4.22881
0.011133	-1.25324	0.011133	-4.08085
0.011152	-1.15552	0.011152	-3.70987
0.011172	-1.07204	0.011172	-3.12481
0.011191	-0.934457	0.011191	-2.84726
0.011211	-0.802177	0.011211	-2.08606
0.01123	-0.719975	0.01123	-2.10576
0.01125	-0.642769	0.01125	-1.97902
0.01127	-0.575471	0.01127	-1.51247
0.011289	-0.485224	0.011289	-1.17712
0.011309	-0.403474	0.011309	-0.431441
0.011328	-0.371236	0.011328	-0.427309
0.011348	-0.321017	0.011348	0.366011
0.011367	-0.222527	0.011367	1.24724
0.011387	-0.112407	0.011387	2.02177
0.011406	-0.0152153	0.011406	2.61652
0.011426	0.096373	0.011426	2.87933
0.011445	0.21993	0.011445	3.20379
0.011465	0.297644	0.011465	3.67774
0.011484	0.350912	0.011484	3.76742
0.011504	0.421822	0.011504	4.35163
0.011523	0.516727	0.011523	4.88522
0.011543	0.634978	0.011543	5.60648
0.011562	0.758309	0.011562	6.38721
0.011582	0.894259	0.011582	6.53031
0.011602	1.01807	0.011602	6.80332
0.011621	1.10688	0.011621	6.84311
0.011641	1.15478	0.011641	7.52446
0.01166	1.22733	0.01166	8.00106
0.01168	1.32252	0.01168	8.31578
0.011699	1.38835	0.011699	8.70375
0.011719	1.46973	0.011719	9.11321
0.011738	1.55778	0.011738	9.83907
0.011758	1.67253	0.011758	9.82423
0.011777	1.78327	0.011777	9.54682
0.011797	1.78781	0.011797	9.43499
0.011816	1.76306	0.011816	9.69994
0.011836	1.85305	0.011836	9.99788
0.011855	1.91953	0.011855	10.2382
0.011875	1.98239	0.011875	10.03
0.011895	2.05641	0.011895	10.0118
0.011914	2.09683	0.011914	9.54639
0.011934	2.11563	0.011934	9.69823
0.011953	2.16057	0.011953	8.96295
0.011973	2.14389	0.011973	9.12149
0.011992	2.14265	0.011992	8.45464
0.012012	2.13898	0.012012	8.51304
0.012031	2.09376	0.012031	8.51958
0.012051	2.16026	0.012051	8.4488
0.01207	2.21745	0.01207	7.93313
0.01209	2.20134	0.01209	7.22955
0.012109	2.16128	0.012109	7.06653
0.012129	2.16342	0.012129	6.855
0.012148	2.16165	0.012148	6.44606
0.012168	2.16165	0.012168	5.9579
0.012187	2.11958	0.012187	5.23451
0.012207	2.07925	0.012207	4.51477
0.012227	2.03377	0.012227	4.15823
0.012246	1.98603	0.012246	3.16875
0.012266	1.91507	0.012266	2.90995
0.012285	1.84269	0.012285	3.20268
0.012305	1.85423	0.012305	2.83016
0.012324	1.88814	0.012324	2.64447
0.012344	1.88675	0.012344	1.98963
0.012363	1.88015	0.012363	1.57165
0.012383	1.86603	0.012383	1.38856
